"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 22 12:26:42 GMT 2022","Sun May 22 12:26:57 GMT 2022","15076","Google Chrome","topRight/participantList.test.js","","","","Verify My Name in Participant list",""
"passed","Sun May 22 12:08:28 GMT 2022","Sun May 22 12:11:26 GMT 2022","177976","Google Chrome","bottomCenter/rtmpHls.test.js","","","","Start and Stop Browser Recording",""
"passed","Sun May 22 12:19:56 GMT 2022","Sun May 22 12:20:32 GMT 2022","36283","Google Chrome","joinRoom/inRoom.test.js","","","","Verify Join peers",""
"passed","Sun May 22 12:15:53 GMT 2022","Sun May 22 12:17:24 GMT 2022","90951","Google Chrome","bottomCenter/rtmpHls.test.js","","","","Start and Stop HLS Recording",""
"passed","Sun May 22 12:14:22 GMT 2022","Sun May 22 12:15:53 GMT 2022","91106","Google Chrome","bottomCenter/rtmpHls.test.js","","","","Start and Stop Rtmp Recording",""
"passed","Sun May 22 12:17:36 GMT 2022","Sun May 22 12:18:34 GMT 2022","57729","Google Chrome","bottomLeft/playlistAudio.test.js","","","","Playlist Audio",""
"skipped","Sun May 22 12:19:34 GMT 2022","Sun May 22 12:19:34 GMT 2022","0","Google Chrome","bottomRight/raisehandBRB.test.js","","","","Verify Raise Hand Brb icons",""
"passed","Sun May 22 12:22:43 GMT 2022","Sun May 22 12:22:49 GMT 2022","6334","Google Chrome","previewPage/nameJoin.test.js","","","","Verify Join Button",""
"passed","Sun May 22 12:24:35 GMT 2022","Sun May 22 12:24:42 GMT 2022","6713","Google Chrome","previewPage/settingNetwork.test.js","","","","Verify Network Btn",""
"passed","Sun May 22 12:24:14 GMT 2022","Sun May 22 12:24:25 GMT 2022","10672","Google Chrome","previewPage/previewTile.test.js","","","","Verify CamBtn on off",""
"passed","Sun May 22 12:20:32 GMT 2022","Sun May 22 12:21:02 GMT 2022","29198","Google Chrome","joinRoom/inRoom.test.js","","","","Verify network on tile and peerlist",""
"passed","Sun May 22 12:26:57 GMT 2022","Sun May 22 12:27:09 GMT 2022","11871","Google Chrome","topRight/participantList.test.js","","","","Verify Number of participants",""
"passed","Sun May 22 12:06:11 GMT 2022","Sun May 22 12:07:08 GMT 2022","56652","Google Chrome","bottomCenter/changeSelfRole.test.js","","","","Change self Role",""
"passed","Sun May 22 12:18:34 GMT 2022","Sun May 22 12:18:56 GMT 2022","22485","Google Chrome","bottomLeft/playlistAudio.test.js","","","","Playlist Audio check TopRight",""
