"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 19 12:23:55 GMT 2022","Thu May 19 12:23:56 GMT 2022","1836","Google Chrome","previewPage/peerList.test.js","","","","Verify room URL",""
"passed","Thu May 19 12:20:31 GMT 2022","Thu May 19 12:20:42 GMT 2022","10765","Google Chrome","joinRoom/inRoom.test.js","","","","Verify greeting tile for first participant",""
"passed","Thu May 19 12:20:42 GMT 2022","Thu May 19 12:20:53 GMT 2022","10647","Google Chrome","joinRoom/inRoom.test.js","","","","Verify room URL",""
"passed","Thu May 19 12:23:36 GMT 2022","Thu May 19 12:23:43 GMT 2022","6472","Google Chrome","previewPage/nameJoin.test.js","","","","Verify Join Button",""
"passed","Thu May 19 12:24:54 GMT 2022","Thu May 19 12:25:06 GMT 2022","12241","Google Chrome","previewPage/previewTile.test.js","","","","Verify MicBtn on off",""
"passed","Thu May 19 12:13:54 GMT 2022","Thu May 19 12:15:22 GMT 2022","87772","Google Chrome","bottomCenter/rtmpHls.test.js","","","","Start and Stop Rtmp",""
"passed","Thu May 19 12:06:41 GMT 2022","Thu May 19 12:07:13 GMT 2022","31989","Google Chrome","bottomCenter/changeName.test.js","","","","Change name check",""
"passed","Thu May 19 12:27:57 GMT 2022","Thu May 19 12:28:12 GMT 2022","15041","Google Chrome","topRight/participantList.test.js","","","","Verify My Name in Participant list",""
"passed","Thu May 19 12:28:12 GMT 2022","Thu May 19 12:28:24 GMT 2022","11835","Google Chrome","topRight/participantList.test.js","","","","Verify Number of participants",""
"skipped","Thu May 19 12:20:31 GMT 2022","Thu May 19 12:20:31 GMT 2022","0","Google Chrome","bottomRight/raisehandBRB.test.js","","","","Verify Raise Hand Brb icons",""
"passed","Thu May 19 12:23:56 GMT 2022","Thu May 19 12:24:54 GMT 2022","57180","Google Chrome","previewPage/peerList.test.js","","","","Verify Peerlist in Preview Page",""
"passed","Thu May 19 12:20:53 GMT 2022","Thu May 19 12:21:27 GMT 2022","34756","Google Chrome","joinRoom/inRoom.test.js","","","","Verify Join peers",""
"passed","Thu May 19 12:26:09 GMT 2022","Thu May 19 12:27:57 GMT 2022","107786","Google Chrome","topRight/changePeerRole.test.js","","","","Change peer Role",""
"passed","Thu May 19 12:22:53 GMT 2022","Thu May 19 12:23:12 GMT 2022","19036","Google Chrome","joinRoom/joinRoom.test.js","","","","Verify Join Mic-Off Cam-Off",""
"passed","Thu May 19 12:08:43 GMT 2022","Thu May 19 12:09:28 GMT 2022","45180","Google Chrome","bottomCenter/muteAll.test.js","","","","Mute All",""
"skipped","Thu May 19 12:20:31 GMT 2022","Thu May 19 12:20:31 GMT 2022","0","Google Chrome","bottomRight/raisehandBRB.test.js","","","","Verify Raise Hand Brb on Tile",""
"passed","Thu May 19 12:08:10 GMT 2022","Thu May 19 12:08:26 GMT 2022","16116","Google Chrome","bottomCenter/leaveRoom.test.js","","","","Verify leave room",""
"passed","Thu May 19 12:22:34 GMT 2022","Thu May 19 12:22:53 GMT 2022","19094","Google Chrome","joinRoom/joinRoom.test.js","","","","Verify Join Mic-Off Cam-On",""
"skipped","Thu May 19 12:18:24 GMT 2022","Thu May 19 12:18:24 GMT 2022","0","Google Chrome","bottomCenter/screenShare.test.js","","","","Screenshare check",""
"passed","Thu May 19 12:23:12 GMT 2022","Thu May 19 12:23:32 GMT 2022","19872","Google Chrome","joinRoom/joinRoom.test.js","","","","Measure Join Time",""
"skipped","Thu May 19 12:18:35 GMT 2022","Thu May 19 12:18:35 GMT 2022","0","Google Chrome","bottomLeft/noiseSuppVirtualBG.test.js","","","","Verify virtual bg action",""
"passed","Thu May 19 12:07:13 GMT 2022","Thu May 19 12:08:10 GMT 2022","56535","Google Chrome","bottomCenter/changeSelfRole.test.js","","","","Change self Role",""
"passed","Thu May 19 12:19:32 GMT 2022","Thu May 19 12:19:54 GMT 2022","22231","Google Chrome","bottomLeft/playlistAudio.test.js","","","","Playlist Audio check TopRight",""
"passed","Thu May 19 12:23:43 GMT 2022","Thu May 19 12:23:55 GMT 2022","11677","Google Chrome","previewPage/nameJoin.test.js","","","","Verify Join Room",""
"passed","Thu May 19 12:15:22 GMT 2022","Thu May 19 12:16:53 GMT 2022","90945","Google Chrome","bottomCenter/rtmpHls.test.js","","","","Start and Stop Rtmp Recording",""
"passed","Thu May 19 12:25:58 GMT 2022","Thu May 19 12:26:09 GMT 2022","11577","Google Chrome","previewPage/settingNetwork.test.js","","","","Verify Preview Settings Btn",""
