"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 24 01:44:25 GMT 2022","Tue May 24 01:45:21 GMT 2022","56031","Google Chrome","bottomLeft/playlistAudio.test.js","","","","Playlist Audio",""
"passed","Tue May 24 01:52:50 GMT 2022","Tue May 24 01:52:52 GMT 2022","1847","Google Chrome","previewPage/peerList.test.js","","","","Verify room URL",""
"passed","Tue May 24 01:56:28 GMT 2022","Tue May 24 01:56:41 GMT 2022","12209","Google Chrome","previewPage/previewTile.test.js","","","","Verify video tile and avatar tile",""
"failed","Tue May 24 01:31:13 GMT 2022","Tue May 24 01:31:48 GMT 2022","35382","Google Chrome","bottomCenter/changeName.test.js","","","","Change name check",""
"passed","Tue May 24 01:52:40 GMT 2022","Tue May 24 01:52:50 GMT 2022","10317","Google Chrome","previewPage/nameJoin.test.js","","","","Verify Join Room",""
"skipped","Tue May 24 01:44:14 GMT 2022","Tue May 24 01:44:14 GMT 2022","0","Google Chrome","bottomCenter/screenShare.test.js","","","","Screenshare check",""
"passed","Tue May 24 01:51:33 GMT 2022","Tue May 24 01:51:51 GMT 2022","18397","Google Chrome","joinRoom/joinRoom.test.js","","","","Verify Join Mic-Off Cam-On",""
"passed","Tue May 24 01:47:26 GMT 2022","Tue May 24 01:47:35 GMT 2022","9287","Google Chrome","joinRoom/inRoom.test.js","","","","Verify room URL",""
"failed","Tue May 24 01:35:59 GMT 2022","Tue May 24 01:36:51 GMT 2022","51372","Google Chrome","bottomCenter/muteAll.test.js","","","","Mute All",""
"passed","Tue May 24 01:56:18 GMT 2022","Tue May 24 01:56:28 GMT 2022","10840","Google Chrome","previewPage/previewTile.test.js","","","","Verify CamBtn on off",""
"passed","Tue May 24 01:36:51 GMT 2022","Tue May 24 01:38:18 GMT 2022","86924","Google Chrome","bottomCenter/rtmpHls.test.js","","","","Start and Stop Browser Recording",""
"passed","Tue May 24 01:56:06 GMT 2022","Tue May 24 01:56:18 GMT 2022","11163","Google Chrome","previewPage/previewTile.test.js","","","","Verify MicBtn on off",""
"skipped","Tue May 24 01:44:25 GMT 2022","Tue May 24 01:44:25 GMT 2022","0","Google Chrome","bottomLeft/noiseSuppVirtualBG.test.js","","","","Verify virtual bg action",""
"passed","Tue May 24 01:44:14 GMT 2022","Tue May 24 01:44:25 GMT 2022","10968","Google Chrome","bottomLeft/noiseSuppVirtualBG.test.js","","","","Verify noise supp and virtual bg visibility",""
"passed","Tue May 24 01:33:28 GMT 2022","Tue May 24 01:33:42 GMT 2022","14730","Google Chrome","bottomCenter/leaveRoom.test.js","","","","Verify leave room",""
"passed","Tue May 24 02:00:08 GMT 2022","Tue May 24 02:00:21 GMT 2022","12071","Google Chrome","topRight/participantList.test.js","","","","Verify Number of participants",""
"passed","Tue May 24 01:38:18 GMT 2022","Tue May 24 01:39:47 GMT 2022","88597","Google Chrome","bottomCenter/rtmpHls.test.js","","","","Start and Stop HLS",""
"failed","Tue May 24 01:49:14 GMT 2022","Tue May 24 01:49:51 GMT 2022","37131","Google Chrome","joinRoom/inRoom.test.js","","","","Verify Join peers",""
"skipped","Tue May 24 01:47:03 GMT 2022","Tue May 24 01:47:03 GMT 2022","0","Google Chrome","bottomRight/raisehandBRB.test.js","","","","Verify Raise Hand Brb on Tile",""
"passed","Tue May 24 01:50:57 GMT 2022","Tue May 24 01:51:14 GMT 2022","17476","Google Chrome","joinRoom/joinRoom.test.js","","","","Verify Join Mic-On Cam-On",""
