"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 19 01:54:16 GMT 2022","Thu May 19 01:54:26 GMT 2022","10164","Google Chrome","previewPage/previewTile.test.js","","","","Verify CamBtn on off",""
"passed","Thu May 19 01:43:31 GMT 2022","Thu May 19 01:44:26 GMT 2022","55308","Google Chrome","bottomLeft/playlistAudio.test.js","","","","Playlist Audio",""
"failed","Thu May 19 01:47:20 GMT 2022","Thu May 19 01:47:57 GMT 2022","37133","Google Chrome","joinRoom/inRoom.test.js","","","","Verify Join peers",""
"passed","Thu May 19 01:44:26 GMT 2022","Thu May 19 01:44:47 GMT 2022","20922","Google Chrome","bottomLeft/playlistAudio.test.js","","","","Playlist Audio check TopRight",""
"passed","Thu May 19 01:32:47 GMT 2022","Thu May 19 01:33:01 GMT 2022","14412","Google Chrome","bottomCenter/leaveRoom.test.js","","","","Verify leave room",""
"passed","Thu May 19 01:54:06 GMT 2022","Thu May 19 01:54:16 GMT 2022","10596","Google Chrome","previewPage/previewTile.test.js","","","","Verify MicBtn on off",""
"passed","Thu May 19 01:33:01 GMT 2022","Thu May 19 01:33:17 GMT 2022","15339","Google Chrome","bottomCenter/leaveRoom.test.js","","","","Verify End room for all",""
"passed","Thu May 19 01:37:29 GMT 2022","Thu May 19 01:38:55 GMT 2022","86262","Google Chrome","bottomCenter/rtmpHls.test.js","","","","Start and Stop HLS",""
"failed","Thu May 19 01:32:15 GMT 2022","Thu May 19 01:32:47 GMT 2022","31521","Google Chrome","bottomCenter/changeSelfRole.test.js","","","","Change self Role",""
"skipped","Thu May 19 01:43:31 GMT 2022","Thu May 19 01:43:31 GMT 2022","0","Google Chrome","bottomLeft/noiseSuppVirtualBG.test.js","","","","Verify virtual bg action",""
"passed","Thu May 19 01:45:22 GMT 2022","Thu May 19 01:45:32 GMT 2022","9405","Google Chrome","joinRoom/inRoom.test.js","","","","Verify greeting tile for first participant",""
"passed","Thu May 19 01:54:43 GMT 2022","Thu May 19 01:54:55 GMT 2022","11313","Google Chrome","previewPage/settingNetwork.test.js","","","","Verify Preview Settings Btn",""
"passed","Thu May 19 01:38:55 GMT 2022","Thu May 19 01:40:21 GMT 2022","86157","Google Chrome","bottomCenter/rtmpHls.test.js","","","","Start and Stop Rtmp",""
"passed","Thu May 19 01:54:37 GMT 2022","Thu May 19 01:54:43 GMT 2022","6625","Google Chrome","previewPage/settingNetwork.test.js","","","","Verify Network Btn",""
"skipped","Thu May 19 01:45:22 GMT 2022","Thu May 19 01:45:22 GMT 2022","0","Google Chrome","bottomRight/raisehandBRB.test.js","","","","Verify Raise Hand Brb on Tile",""
"passed","Thu May 19 01:50:27 GMT 2022","Thu May 19 01:50:30 GMT 2022","3861","Google Chrome","previewPage/nameJoin.test.js","","","","Verify Name Field",""
"failed","Thu May 19 01:53:06 GMT 2022","Thu May 19 01:54:05 GMT 2022","59362","Google Chrome","previewPage/peerList.test.js","","","","Verify Peerlist in Preview Page",""
"passed","Thu May 19 01:50:36 GMT 2022","Thu May 19 01:50:51 GMT 2022","14831","Google Chrome","previewPage/nameJoin.test.js","","","","Verify Join Room",""
"passed","Thu May 19 01:50:10 GMT 2022","Thu May 19 01:50:27 GMT 2022","16383","Google Chrome","joinRoom/joinRoom.test.js","","","","Measure Join Time",""
"passed","Thu May 19 01:49:35 GMT 2022","Thu May 19 01:49:52 GMT 2022","17731","Google Chrome","joinRoom/joinRoom.test.js","","","","Verify Join Mic-Off Cam-On",""
"passed","Thu May 19 01:49:17 GMT 2022","Thu May 19 01:49:35 GMT 2022","17705","Google Chrome","joinRoom/joinRoom.test.js","","","","Verify Join Mic-On Cam-Off",""
"passed","Thu May 19 01:40:21 GMT 2022","Thu May 19 01:41:51 GMT 2022","89369","Google Chrome","bottomCenter/rtmpHls.test.js","","","","Start and Stop Rtmp Recording",""
"failed","Thu May 19 01:57:04 GMT 2022","Thu May 19 01:57:34 GMT 2022","30576","Google Chrome","topRight/participantList.test.js","","","","Verify My Name in Participant list",""
"passed","Thu May 19 01:50:30 GMT 2022","Thu May 19 01:50:36 GMT 2022","5800","Google Chrome","previewPage/nameJoin.test.js","","","","Verify Join Button",""
