"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun May 22 01:55:04 GMT 2022","Sun May 22 01:56:08 GMT 2022","63262","Google Chrome","previewPage/peerList.test.js","","","","Verify Peerlist in Preview Page",""
"failed","Sun May 22 01:32:26 GMT 2022","Sun May 22 01:32:59 GMT 2022","32503","Google Chrome","bottomCenter/changeSelfRole.test.js","","","","Change self Role",""
"failed","Sun May 22 01:48:47 GMT 2022","Sun May 22 01:49:30 GMT 2022","43048","Google Chrome","joinRoom/inRoom.test.js","","","","Verify Join peers",""
"passed","Sun May 22 01:56:08 GMT 2022","Sun May 22 01:56:19 GMT 2022","11190","Google Chrome","previewPage/previewTile.test.js","","","","Verify MicBtn on off",""
"skipped","Sun May 22 01:46:33 GMT 2022","Sun May 22 01:46:33 GMT 2022","0","Google Chrome","bottomRight/raisehandBRB.test.js","","","","Verify Raise Hand Brb icons",""
"passed","Sun May 22 01:56:41 GMT 2022","Sun May 22 01:56:48 GMT 2022","7145","Google Chrome","previewPage/settingNetwork.test.js","","","","Verify Network Btn",""
"skipped","Sun May 22 01:44:38 GMT 2022","Sun May 22 01:44:38 GMT 2022","0","Google Chrome","bottomLeft/noiseSuppVirtualBG.test.js","","","","Verify virtual bg action",""
"passed","Sun May 22 01:46:43 GMT 2022","Sun May 22 01:46:53 GMT 2022","9564","Google Chrome","joinRoom/inRoom.test.js","","","","Verify room URL",""
"passed","Sun May 22 01:52:13 GMT 2022","Sun May 22 01:52:18 GMT 2022","4445","Google Chrome","previewPage/nameJoin.test.js","","","","Verify Name Field",""
"passed","Sun May 22 01:41:26 GMT 2022","Sun May 22 01:42:56 GMT 2022","90083","Google Chrome","bottomCenter/rtmpHls.test.js","","","","Start and Stop Rtmp Recording",""
"passed","Sun May 22 01:38:32 GMT 2022","Sun May 22 01:39:59 GMT 2022","87227","Google Chrome","bottomCenter/rtmpHls.test.js","","","","Start and Stop HLS",""
"passed","Sun May 22 01:51:55 GMT 2022","Sun May 22 01:52:13 GMT 2022","17928","Google Chrome","joinRoom/joinRoom.test.js","","","","Measure Join Time",""
"passed","Sun May 22 01:52:35 GMT 2022","Sun May 22 01:52:37 GMT 2022","1979","Google Chrome","previewPage/peerList.test.js","","","","Verify room URL",""
"passed","Sun May 22 01:56:19 GMT 2022","Sun May 22 01:56:30 GMT 2022","11009","Google Chrome","previewPage/previewTile.test.js","","","","Verify CamBtn on off",""
"passed","Sun May 22 01:33:14 GMT 2022","Sun May 22 01:33:31 GMT 2022","16196","Google Chrome","bottomCenter/leaveRoom.test.js","","","","Verify End room for all",""
"passed","Sun May 22 01:42:56 GMT 2022","Sun May 22 01:44:27 GMT 2022","90366","Google Chrome","bottomCenter/rtmpHls.test.js","","","","Start and Stop HLS Recording",""
"failed","Sun May 22 01:30:42 GMT 2022","Sun May 22 01:31:18 GMT 2022","36164","Google Chrome","bottomCenter/changeName.test.js","","","","Change name check",""
"passed","Sun May 22 01:56:48 GMT 2022","Sun May 22 01:57:00 GMT 2022","12005","Google Chrome","previewPage/settingNetwork.test.js","","","","Verify Preview Settings Btn",""
"passed","Sun May 22 01:44:27 GMT 2022","Sun May 22 01:44:38 GMT 2022","11172","Google Chrome","bottomLeft/noiseSuppVirtualBG.test.js","","","","Verify noise supp and virtual bg visibility",""
"passed","Sun May 22 01:46:33 GMT 2022","Sun May 22 01:46:43 GMT 2022","10284","Google Chrome","joinRoom/inRoom.test.js","","","","Verify greeting tile for first participant",""
"passed","Sun May 22 01:52:24 GMT 2022","Sun May 22 01:52:35 GMT 2022","10602","Google Chrome","previewPage/nameJoin.test.js","","","","Verify Join Room",""
"failed","Sun May 22 01:50:18 GMT 2022","Sun May 22 01:50:40 GMT 2022","21548","Google Chrome","joinRoom/inRoom.test.js","","","","Verify network on tile and peerlist",""
"passed","Sun May 22 01:39:59 GMT 2022","Sun May 22 01:41:26 GMT 2022","87149","Google Chrome","bottomCenter/rtmpHls.test.js","","","","Start and Stop Rtmp",""
"passed","Sun May 22 01:50:40 GMT 2022","Sun May 22 01:50:58 GMT 2022","17934","Google Chrome","joinRoom/joinRoom.test.js","","","","Verify Join Mic-On Cam-On",""
"passed","Sun May 22 01:51:17 GMT 2022","Sun May 22 01:51:36 GMT 2022","19395","Google Chrome","joinRoom/joinRoom.test.js","","","","Verify Join Mic-Off Cam-On",""
"passed","Sun May 22 01:44:38 GMT 2022","Sun May 22 01:45:34 GMT 2022","56451","Google Chrome","bottomLeft/playlistAudio.test.js","","","","Playlist Audio",""
"passed","Sun May 22 01:45:34 GMT 2022","Sun May 22 01:45:57 GMT 2022","22602","Google Chrome","bottomLeft/playlistAudio.test.js","","","","Playlist Audio check TopRight",""
"passed","Sun May 22 01:32:59 GMT 2022","Sun May 22 01:33:14 GMT 2022","15223","Google Chrome","bottomCenter/leaveRoom.test.js","","","","Verify leave room",""
"passed","Sun May 22 02:00:26 GMT 2022","Sun May 22 02:01:15 GMT 2022","49064","Google Chrome","topRight/participantList.test.js","","","","Verify Number of multiple participants",""
"passed","Sun May 22 02:00:13 GMT 2022","Sun May 22 02:00:26 GMT 2022","12979","Google Chrome","topRight/participantList.test.js","","","","Verify Number of participants",""
"failed","Sun May 22 01:59:18 GMT 2022","Sun May 22 01:59:50 GMT 2022","32066","Google Chrome","topRight/participantList.test.js","","","","Verify My Name in Participant list",""
"passed","Sun May 22 01:50:58 GMT 2022","Sun May 22 01:51:17 GMT 2022","18679","Google Chrome","joinRoom/joinRoom.test.js","","","","Verify Join Mic-On Cam-Off",""
"passed","Sun May 22 01:52:18 GMT 2022","Sun May 22 01:52:24 GMT 2022","6529","Google Chrome","previewPage/nameJoin.test.js","","","","Verify Join Button",""
"failed","Sun May 22 01:57:49 GMT 2022","Sun May 22 01:58:11 GMT 2022","22079","Google Chrome","topRight/changePeerRole.test.js","","","","Change peer Role",""
"skipped","Sun May 22 01:44:27 GMT 2022","Sun May 22 01:44:27 GMT 2022","0","Google Chrome","bottomCenter/screenShare.test.js","","","","Screenshare check",""
"passed","Sun May 22 01:45:57 GMT 2022","Sun May 22 01:46:33 GMT 2022","35792","Google Chrome","bottomLeft/playlistVideo.test.js","","","","Playlist Video",""
"passed","Sun May 22 01:56:30 GMT 2022","Sun May 22 01:56:41 GMT 2022","10957","Google Chrome","previewPage/previewTile.test.js","","","","Verify video tile and avatar tile",""
"skipped","Sun May 22 01:46:33 GMT 2022","Sun May 22 01:46:33 GMT 2022","0","Google Chrome","bottomLeft/whiteBoard.test.js","","","","white board check",""
"skipped","Sun May 22 01:46:33 GMT 2022","Sun May 22 01:46:33 GMT 2022","0","Google Chrome","bottomRight/raisehandBRB.test.js","","","","Verify Raise Hand Brb on Tile",""
"passed","Sun May 22 01:37:04 GMT 2022","Sun May 22 01:38:32 GMT 2022","87988","Google Chrome","bottomCenter/rtmpHls.test.js","","","","Start and Stop Browser Recording",""
"skipped","Sun May 22 01:44:38 GMT 2022","Sun May 22 01:44:38 GMT 2022","0","Google Chrome","bottomLeft/noiseSuppVirtualBG.test.js","","","","Verify noise supp",""
"passed","Sun May 22 01:51:36 GMT 2022","Sun May 22 01:51:55 GMT 2022","19241","Google Chrome","joinRoom/joinRoom.test.js","","","","Verify Join Mic-Off Cam-Off",""
"failed","Sun May 22 01:36:04 GMT 2022","Sun May 22 01:37:04 GMT 2022","59328","Google Chrome","bottomCenter/muteAll.test.js","","","","Mute All",""
